Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"25 - 2888 156 Street, Surrey","899,900",For Sale,49.0544613,-122.789947,4,3,13-Mar-25
"22111 Garratt Drive, Richmond","1,579,998",For Sale,49.1734121,-122.9764596,5,3,13-Mar-25
"18906 54a Avenue, Surrey","1,999,999",For Sale,49.1012788,-122.6983584,7,7,13-Mar-25
"608 - 1331 Georgia Street, Vancouver","638,000",For Sale,49.2886767,-123.126873,1,1,13-Mar-25
"2708 - 10750 135a Street, Surrey","760,000",For Sale,49.1975987,-122.8469471,2,2,13-Mar-25
"304 - 330 1st Street, North Vancouver","609,900",For Sale,49.3151971,-123.0854774,2,1,13-Mar-25
"301 - 9584 Manchester Drive, Burnaby","540,000",For Sale,49.2464488,-122.8983909,1,1,13-Mar-25
"204 - 2940 King George Boulevard, Surrey","539,000",For Sale,49.0558155,-122.8050079,2,1,13-Mar-25
"15 - 16760 25 Avenue, Surrey","1,094,900",For Sale,49.0474388,-122.7576615,4,4,13-Mar-25
"13127 28 Avenue, Surrey","4,000,000",For Sale,49.05322,-122.85864,9,6,13-Mar-25
"12101 84 Avenue, Surrey","1,899,000",For Sale,49.1561835,-122.8876373,8,5,13-Mar-25
"10646 124a Street, Surrey","1,999,999",For Sale,49.1964126,-122.8781058,7,6,13-Mar-25
"6800 Eckersley Road, Richmond","3,800",For Rent,49.1643209,-123.1299561,3,3,13-Mar-25
"7FL - 10428 Whalley Boulevard, Surrey","1,950",For Rent,49.19237,-122.8415042,1,1,13-Mar-25
"4078 Columbia Street, Vancouver","2,359,900",For Sale,49.2493169,-123.1098378,3,3,12-Mar-25
"607 - 13325 102a Avenue, Surrey","445,000",For Sale,49.189703,-122.8531374,1,1,12-Mar-25
"47 - 3009 156 Street, Surrey","849,888",For Sale,49.0567788,-122.7904765,3,3,12-Mar-25
"1102 - 909 Mainland Street, Vancouver","699,000",For Sale,49.277704,-123.1178963,1,1,12-Mar-25
"1930 Kaptey Avenue, Coquitlam","2,688,000",For Sale,49.233837,-122.8418226,7,8,12-Mar-25
"109 - 418 E Kent Avenue, Vancouver",22,For Rent,49.2066305,-123.0977107,9,3,12-Mar-25
"1788 49th Avenue, Vancouver","2,768,000",For Sale,49.2268259,-123.1472386,4,3,12-Mar-25
"301 - 985 W 10th Avenue, Vancouver","695,000",For Sale,49.2627289,-123.1261712,1,1,12-Mar-25
"103 - 239 16 Street, Vancouver","3,000",For Rent,49.3280213,-123.1590946,2,1,12-Mar-25
"619 - 6788 Minoru Boulevard, Richmond","688,000",For Sale,49.1633761,-123.1400946,1,1,12-Mar-25
"111 - 6875 121 Street, Surrey","620,000",For Sale,49.1279403,-122.8879789,2,2,12-Mar-25
"503 - 9689 140 Street, Surrey","459,000",For Sale,49.1783974,-122.8347998,1,1,12-Mar-25
"608 - 13978 Fraser Highway, Surrey","525,900",For Sale,49.1786165,-122.8350304,2,1,12-Mar-25
"502 - 1200 Georgia Street, Vancouver","719,000",For Sale,49.287159,-123.1259569,1,1,12-Mar-25
"9511 Pinewell Crescent, Richmond","2,350,000",For Sale,49.1420941,-123.1194933,4,2,12-Mar-25
"3101 - 1289 Hornby Street, Vancouver","689,000",For Sale,49.2778952,-123.1297804,0,1,12-Mar-25
"12 - 8888 Spires Road, Richmond","1,338,000",For Sale,49.1671294,-123.130161,3,3,12-Mar-25
"3561 Sheffield Avenue, Coquitlam","1,990,000",For Sale,49.2981434,-122.7374358,4,4,12-Mar-25
"12902 72a Avenue, Surrey","1,199,000",For Sale,49.1345564,-122.8653914,3,2,12-Mar-25
"11173 135a Street, Surrey","1,299,000",For Sale,49.205663,-122.8471785,3,2,12-Mar-25
"1 - 6700 Williams Road, Richmond","1,499,000",For Sale,49.140771,-123.149179,3,4,12-Mar-25
"421 - 15137 33 Avenue, Surrey","699,000",For Sale,49.062797,-122.8024039,2,2,12-Mar-25
"11 - 2992 Glen Drive, Coquitlam","30,864",For Rent,49.2824507,-122.7946244,,,12-Mar-25
"5676 176 Street, Surrey","148,000",For Sale,49.1055821,-122.7346912,,,12-Mar-25
"6610 - 8181 Cambie Road, Richmond","888,000",For Sale,49.1853029,-123.1339578,,,12-Mar-25
"6716 Ross Street, Vancouver","1,699,000",For Sale,49.2232889,-123.0826051,6,2,12-Mar-25
"2008 - 505 Nelson Street, Coquitlam","854,900",For Sale,49.2494204,-122.8649479,2,1,12-Mar-25
"2502 - 505 Nelson Street, Coquitlam","1,329,900",For Sale,49.2494204,-122.8649479,2,2,12-Mar-25
"1010 Howe Street, Vancouver","579,900",For Sale,49.2796103,-123.1240422,1,1,12-Mar-25
"5404 - 4880 Lougheed Highway, Burnaby","3,389,400",For Sale,49.2652118,-122.9944925,3,4,12-Mar-25
"1711 - 4168 Lougheed Highway, Burnaby","588,000",For Sale,49.2660541,-123.0118677,1,1,12-Mar-25
"2564 15th Avenue, Vancouver","1,948,000",For Sale,49.2581775,-123.1640987,4,4,12-Mar-25
"9411 Florimond Road, Richmond","3,058,000",For Sale,49.1439428,-123.1922146,5,6,12-Mar-25
"4585 Cove Cliff Road, North Vancouver","1,999,000",For Sale,49.3214319,-122.9444823,7,3,12-Mar-25
"2566 Marine Drive, West Vancouver","4,198,000",For Sale,49.3351398,-123.1844414,5,7,12-Mar-25
"507 - 175 Broadway , Vancouver","350,000",For Sale,49.2633339,-123.1085329,1,1,12-Mar-25
"5 - 6138 Birney Avenue, Vancouver","2,088,000",For Sale,49.2524047,-123.2372044,3,3,12-Mar-25
"2801 - 7303 Noble Lane Lane, Burnaby","634,900",For Sale,49.2194426,-122.9491631,1,1,12-Mar-25
"506 - 13458 95 Avenue, Surrey","499,000",For Sale,49.1747077,-122.8104842,1,1,12-Mar-25
"3578 Garry Street, Richmond","1,799,000",For Sale,49.1290318,-123.1856834,4,3,12-Mar-25
"6300 Riverdale Drive, Richmond","4,980,000",For Sale,49.1674771,-123.1745766,5,6,12-Mar-25
"911 - 4168 Lougheed Highway, Burnaby","579,000",For Sale,49.2660541,-123.0118677,1,1,12-Mar-25
"406 - 1601 Quebec Street, Vancouver","1,695,000",For Sale,49.2715566,-123.1027944,2,2,12-Mar-25
"2331 49th Avenue, Vancouver","1,738,000",For Sale,49.2275727,-123.1605917,5,4,12-Mar-25
"PH9 - 955 Hastings Street, Vancouver","828,000",For Sale,49.281249,-123.0833468,2,2,12-Mar-25
"521 - 7008 River Parkway, Richmond","589,000",For Sale,49.1767865,-123.1437497,1,1,12-Mar-25
"1403 - 8133 Cook Road, Richmond","950,000",For Sale,49.166857,-123.134926,2,2,12-Mar-25
"1701 - 4168 Lougheed Highway, Burnaby","588,000",For Sale,49.2660541,-123.0118677,2,3,12-Mar-25
"41 - 4800 Trimaran Drive, Richmond","959,000",For Sale,49.132841,-123.170586,1,1,12-Mar-25
"5 - 9762 182a Street, Surrey","1,099,999",For Sale,49.1800576,-122.7156402,3,2,12-Mar-25
"408 - 10333 133 Street, Surrey","369,900",For Sale,49.1905171,-122.8554685,4,4,12-Mar-25
"11539 96 Avenue, Surrey","1,499,000",For Sale,49.1773763,-122.9029703,3,2,12-Mar-25
"303 - 183 23rd Street, North Vancouver","3,400",For Rent,49.3302101,-123.0689643,2,2,12-Mar-25
"2209 7th Avenue, Vancouver","1,749,000",For Sale,49.2644757,-123.0597404,3,4,12-Mar-25
"7 - 10900 No. 2 Road, Richmond","1,499,990",For Sale,49.134282,-123.158103,3,3,12-Mar-25
"105 - 2550 Garden Drive, Vancouver","779,900",For Sale,49.2616262,-123.0577789,1,1,12-Mar-25
"75 - 8111 Saunders Road, Richmond","998,800",For Sale,49.1443785,-123.1358066,3,3,12-Mar-25
"106 - 2550 Garden Drive, Vancouver","664,900",For Sale,49.2616262,-123.0577789,0,1,12-Mar-25
"2602 - 1401 Hunter Street, North Vancouver","1,839,900",For Sale,49.310499,-123.0347028,2,3,12-Mar-25
"2 - 13930 72 Avenue, Surrey","829,900",For Sale,49.1329307,-122.835279,3,3,12-Mar-25
"51 Sea Avenue, Burnaby","1,998,000",For Sale,49.2847377,-122.9798452,3,2,12-Mar-25
"15674 101a Avenue, Surrey","1,899,000",For Sale,49.1868746,-122.7876591,5,3,12-Mar-25
"2712- - 2712 176 Street, Surrey","15,800,000",For Sale,49.0511007,-122.7348114,5,3,12-Mar-25
"827 Quadling Avenue, Coquitlam","1,650,000",For Sale,49.2410905,-122.8743776,1,1,12-Mar-25
"13354 61 Avenue, Surrey","1,345,000",For Sale,49.1133663,-122.8527153,3,2,12-Mar-25
"13052 64 Avenue, Surrey","1,849,888",For Sale,49.1187771,-122.8609658,7,4,12-Mar-25
"410 - 3480 146a Street, Surrey","2,800",For Rent,49.0649121,-122.8159113,1,2,12-Mar-25
"204 - 10225 Whalley Boulevard, Surrey","1,099,000",For Sale,49.1884041,-122.8433916,,,12-Mar-25
"104 - 15165 Thrift Avenue, Surrey","1,125,000",For Sale,49.0278052,-122.802849,3,3,12-Mar-25
"1110 - 7488 Lansdowne Road, Richmond","866,000",For Sale,49.173602,-123.1463351,2,2,12-Mar-25
"1306 - 6036 Gray Avenue, Vancouver","1,408,800",For Sale,49.2519168,-123.2357184,2,2,12-Mar-25
"409 - 14377 103 Avenue, Surrey","540,000",For Sale,49.1899088,-122.8239848,2,2,12-Mar-25
"421 - 2970 King George Boulevard, Surrey","735,900",For Sale,49.0564346,-122.8053519,2,2,12-Mar-25
"2005 - 4400 Buchanan Street, Burnaby","709,000",For Sale,49.2672914,-123.0050272,1,1,12-Mar-25
"401 - 12739 72 Avenue, Surrey","580,000",For Sale,49.1351048,-122.8689397,4,3,12-Mar-25
"103 - 626 Claremont Street, Coquitlam","949,900",For Sale,49.2642605,-122.8902506,2,2,12-Mar-25
"1342 24 Avenue, Vancouver","1,270,000",For Sale,49.2487806,-123.0772013,5,3,12-Mar-25
"14084 17b Avenue, Surrey","1,794,000",For Sale,49.0336547,-122.8319401,7,4,12-Mar-25
"11595 Confidential , Vancouver","199,900",For Sale,49.2827291,-123.1207375,,,12-Mar-25
"4610 - 1480 Howe Street, Vancouver","625,000",For Sale,49.2749438,-123.1312301,0,1,12-Mar-25
"4059 Arbutus Street, Vancouver","1,450,000",For Sale,49.2499547,-123.1534768,2,2,12-Mar-25
"14 - 6138 Birney Avenue, Vancouver","2,288,000",For Sale,49.2524047,-123.2372044,3,3,12-Mar-25
"1 - 12251 No. 2 Road, Richmond","968,800",For Sale,49.124177,-123.159151,2,3,12-Mar-25
"211 - 19340 65 Avenue, Surrey","565,000",For Sale,49.1219699,-122.687301,2,2,12-Mar-25
"103 - 19433 68 Avenue, Surrey","799,900",For Sale,49.1273465,-122.6828341,3,2,12-Mar-25
"103 - 15298 20 Avenue, Surrey","599,900",For Sale,49.037903,-122.7984715,2,2,12-Mar-25
"17318 104 Avenue, Surrey","1,099,999",For Sale,49.1913022,-122.7424066,,,12-Mar-25
"3171 4th Avenue, Vancouver","849,000",For Sale,49.2686411,-123.1752409,2,2,12-Mar-25
"4 - 8651 Blundell Road, Richmond","1,298,000",For Sale,49.1557074,-123.1278906,4,3,12-Mar-25
"6370 Ross Street, Vancouver","1,958,000",For Sale,49.2264252,-123.0822388,5,3,12-Mar-25
"71 - 15665 Mountain View Drive, Surrey","1,189,900",For Sale,49.055434,-122.7881231,4,4,12-Mar-25
"19A - 1500 Alberni Street, Vancouver","2,450,000",For Sale,49.289506,-123.13059,3,4,12-Mar-25
"10182 173 Street, Surrey","4,600,000",For Sale,49.1873999,-122.74242,3,3,12-Mar-25
"4463 14th Avenue, Vancouver","3,275,000",For Sale,49.2604081,-123.2082158,5,2,12-Mar-25
"11266 163 Street, Surrey","2,499,999",For Sale,49.2077272,-122.7704121,8,6,12-Mar-25
"403 - 3596 Malsum Drive, North Vancouver","584,900",For Sale,49.3112441,-122.9723132,,,12-Mar-25
"809 - 185 Victory Ship Way, North Vancouver","1,399,000",For Sale,49.3092486,-123.0775303,1,1,12-Mar-25
"4238 Albert Street, Burnaby","709,000",For Sale,49.2818122,-123.0103369,2,2,12-Mar-25
"4301 - 2135 Springer Avenue, Burnaby","2,988,800",For Sale,49.2646662,-122.9877149,2,1,12-Mar-25
"306 - 3596 Malsum Drive, North Vancouver","554,900",For Sale,49.3112441,-122.9723132,3,3,12-Mar-25
"3205 - 2135 Springer Avenue, Burnaby","874,900",For Sale,49.2646662,-122.9877149,1,1,12-Mar-25
"79 - 1125 Kensal Place, Coquitlam","1,189,000",For Sale,49.2798846,-122.7830121,3,3,12-Mar-25
"2903 - 10750 135a Street, Surrey","545,000",For Sale,49.1975987,-122.8469471,1,1,12-Mar-25
"522 - 3528 146a Street, Surrey","534,000",For Sale,49.0658678,-122.816853,1,1,12-Mar-25
"2621 5th Avenue, Vancouver","2,200",For Rent,49.2675876,-123.1651496,4,3,12-Mar-25
"4 - 16685 25 Avenue, Surrey","919,000",For Sale,49.0476262,-122.7606607,2,2,12-Mar-25
"315 - 161 1st Avenue, Vancouver","579,000",For Sale,49.2704384,-123.1086432,3,3,12-Mar-25
"615 6th Street, North Vancouver","4,158,000",For Sale,49.311279,-123.0595408,9,8,12-Mar-25
"4401 - 2135 Springer Avenue, Burnaby","3,188,800",For Sale,49.2646662,-122.9877149,2,2,12-Mar-25
"15703 101 Avenue, Surrey","1,399,900",For Sale,49.1859949,-122.7870012,4,4,12-Mar-25
"809 - 159 2nd Avenue, Vancouver","849,900",For Sale,49.2695849,-123.1080183,2,1,12-Mar-25
"15870 106 Avenue, Surrey","1,798,000",For Sale,49.1949806,-122.7822615,7,5,12-Mar-25
"1003 - 1500 Howe Street, Vancouver","678,000",For Sale,49.2742243,-123.1319223,3,2,12-Mar-25
"3963 20th Avenue, Vancouver","4,498,000",For Sale,49.254933,-123.1925613,3,4,12-Mar-25
"46 - 3306 Princeton Avenue, Coquitlam","1,693,900",For Sale,49.29789,-122.76267,4,5,12-Mar-25
"603 - 1771 Nelson Street, Vancouver","888,800",For Sale,49.2892701,-123.1380367,2,2,12-Mar-25
"2603 - 5470 Ormidale Street, Vancouver","628,000",For Sale,49.2345014,-123.0245368,1,1,12-Mar-25
"311 - 4363 Halifax Street, Burnaby","449,000",For Sale,49.2686866,-123.0077312,4,3,12-Mar-25
"6848 135 Street, Surrey","1,599,000",For Sale,49.1270734,-122.8480786,4,3,12-Mar-25
"12 - 205 Lebleu Street, Coquitlam","819,900",For Sale,49.23807,-122.867111,4,3,12-Mar-25
"3009 - 6588 Nelson Avenue, Burnaby","865,000",For Sale,49.2237464,-122.9939888,4,2,12-Mar-25
"801 - 209 7th Avenue, Vancouver","1,599,900",For Sale,49.2648456,-123.1004174,2,2,12-Mar-25
"11275 124 Street, Surrey","13,769,000",For Sale,49.2075699,-122.87888,4,3,12-Mar-25
"2103 - 1289 Hornby Street, Vancouver","625,000",For Sale,49.2778952,-123.1297804,0,1,12-Mar-25
"14 - 22800 Windsor Court, Richmond","899,900",For Sale,49.1713615,-122.9715966,3,3,12-Mar-25
"3210 23rd Avenue, Vancouver","2,339,000",For Sale,49.2494531,-123.0362574,3,2,12-Mar-25
"3786 Brandon Street, Burnaby","1,888,000",For Sale,49.2382759,-123.0203526,2,1,12-Mar-25
"1004 - 1182 Westwood Street, Coquitlam","789,000",For Sale,49.2821613,-122.7909896,5,4,12-Mar-25
"2891 138 Street, Surrey","6,180,000",For Sale,49.0546678,-122.8404781,8,9,12-Mar-25
"408 - 5681 Birney Avenue, Vancouver","788,000",For Sale,49.2548732,-123.2315542,1,1,12-Mar-25
"4073 16th Avenue, Vancouver","2,298,000",For Sale,49.2584077,-123.1963716,,,12-Mar-25
"620 54th Avenue, Vancouver","1,468,000",For Sale,49.221577,-123.1193602,4,4,12-Mar-25
"58 - 7848 170 Street, Surrey","979,900",For Sale,49.1441053,-122.7519629,3,4,12-Mar-25
"201 - 1640 11th Avenue, Vancouver","699,000",For Sale,49.2615197,-123.1420931,1,1,12-Mar-25
"3168 16th Avenue, Vancouver","1,950,000",For Sale,49.2553983,-123.0375573,3,2,12-Mar-25
"66 - 5950 Oakdale Road, Burnaby","1,588,000",For Sale,49.2306129,-122.9854359,4,3,12-Mar-25
"1560 10th Avenue, Vancouver","1,699,000",For Sale,49.2611383,-123.0721228,4,4,12-Mar-25
"513 - 888 Beach Avenue, Vancouver","1,075,000",For Sale,49.2747034,-123.1321662,2,2,12-Mar-25
"104 - 7633 St. Albans Road, Richmond","938,000",For Sale,49.1570782,-123.1315074,3,2,12-Mar-25
"510 - 423 6th Street, West Vancouver","1,533,900",For Sale,49.3292842,-123.1321275,2,2,12-Mar-25
"1892 Bluff Way, Coquitlam","1,230,000",For Sale,49.289557,-122.7661269,3,3,12-Mar-25
"6560 Williams Road, Richmond","2,338,000",For Sale,49.1407011,-123.1506823,7,5,12-Mar-25
"314 - 15185 22 Avenue, Surrey","849,888",For Sale,49.0422998,-122.802005,2,2,12-Mar-25
"7869 167 Street, Surrey","2,800,000",For Sale,49.14584,-122.75961,10,9,12-Mar-25
"307 - 4223 Hastings Street, Burnaby","780,000",For Sale,49.2812218,-123.010535,3,2,12-Mar-25
"7165 Paulus Crescent, Burnaby","3,399,000",For Sale,49.2624175,-122.9550507,10,7,12-Mar-25
"13 - 7180 Gilbert Road, Richmond","1,480,000",For Sale,49.1610232,-123.1474451,4,4,11-Mar-25
"3006 - 9887 Whalley Boulevard , Surrey","499,000",For Sale,49.1827181,-122.8434076,1,1,11-Mar-25
"206 - 8188 Manitoba Street, Vancouver","1,298,000",For Sale,49.2112,-123.10902,,,11-Mar-25
"2706 1788 Gilmore Street, Burnaby","939,800",For Sale,49.2683079,-123.0139243,4,4,11-Mar-25
"1203 - 2289 Yukon Crescent, Burnaby","699,900",For Sale,49.2641593,-122.9951908,2,2,11-Mar-25
"6108 - 4510 Halifax Way, Burnaby","1,688,000",For Sale,49.2679236,-123.0025005,3,3,11-Mar-25
"605 - 151 2nd Street, North Vancouver","858,000",For Sale,49.311936,-123.0761264,2,2,11-Mar-25
"1407 Bramwell Road, West Vancouver","7,580,000",For Sale,49.3512802,-123.1533773,5,6,11-Mar-25
"560 - 108 1st Avenue, Vancouver","958,000",For Sale,49.2700879,-123.1069769,2,2,11-Mar-25
"1904 - 5189 Gaston Street, Vancouver","699,000",For Sale,49.2369867,-123.0307978,2,2,11-Mar-25
"606 - 889 Pacific Street, Vancouver","1,360,000",For Sale,49.276339,-123.1310434,2,2,11-Mar-25
"13 - 6288 Beresford Street, Burnaby","1,099,000",For Sale,49.2169616,-122.9724411,2,2,11-Mar-25
"113 - 15875 20 Avenue, Surrey","679,000",For Sale,49.0395445,-122.7840303,3,2,11-Mar-25
"403 Beach Crescent, Vancouver","4,790,000",For Sale,49.2718811,-123.1268982,4,3,11-Mar-25
"509 - 3451 Sawmill Crescent, Vancouver","2,950",For Rent,49.2065741,-123.0326264,2,2,11-Mar-25
"15542 58a Avenue, Surrey","1,849,999",For Sale,49.108577,-122.7915114,4,3,14-Mar-25
"5936 128 Street, Surrey","1,599,869",For Sale,49.1104667,-122.8674332,7,7,14-Mar-25
"404 - 2228 Marstrand Avenue, Vancouver","1,198,000",For Sale,49.2622237,-123.1560172,2,2,14-Mar-25
"3206 - 688 Abbott Street, Vancouver","899,000",For Sale,49.278892,-123.1074245,3,2,14-Mar-25
"1 - 638 46th Avenue, Vancouver","1,649,900",For Sale,49.2280965,-123.0918892,3,4,14-Mar-25
"408 20th Avenue, Vancouver","3,249,000",For Sale,49.2526791,-123.112954,0,0,14-Mar-25
"2962 Mathers Crescent, West Vancouver","13,998,000",For Sale,49.3400326,-123.1965171,5,7,14-Mar-25
"14433 33a Avenue, Surrey","3,698,000",For Sale,49.0630023,-122.8224265,7,6,14-Mar-25
"9791 No. 4 Road, Richmond","2,428,888",For Sale,49.1425114,-123.1145216,4,4,14-Mar-25
"4391 Stonecrop Avenue, Richmond","2,950,000",For Sale,49.1667246,-123.1766134,5,4,14-Mar-25
"2045 183 Street, Surrey","3,088,000",For Sale,49.0393246,-122.7165954,5,6,14-Mar-25
"4311 Pine Crescent, Vancouver","8,380,000",For Sale,49.2473564,-123.1479608,6,7,14-Mar-25
"9777 177b Street, Surrey","1,949,000",For Sale,49.1809751,-122.7296668,9,8,14-Mar-25
"2 - 638 46th Avenue, Vancouver","1,738,800",For Sale,49.2280965,-123.0918892,3,4,14-Mar-25
"65 - 2533 152 Street, Surrey","999,898",For Sale,49.0479422,-122.8016421,2,2,14-Mar-25
"708 - 3888 Evergreen Place, Burnaby","879,000",For Sale,49.2495599,-122.893743,2,2,14-Mar-25
"405 - 102 Begin Street, Coquitlam","588,888",For Sale,49.2387543,-122.8601164,2,2,14-Mar-25
"315 - 10777 138 Street, Surrey","345,900",For Sale,49.1985535,-122.8400167,4,2,14-Mar-25
"8 - 6840 Lynas Lane, Richmond","738,888",For Sale,49.1630841,-123.1639306,2,2,14-Mar-25
"7345 Braeside Drive, Burnaby","2,880,000",For Sale,49.2868082,-122.9501779,5,2,14-Mar-25
"6170 150 Street, Surrey","1,349,888",For Sale,49.11496,-122.8063296,5,4,14-Mar-25
"2803 - 1033 Nelson , Vancouver","6,500",For Rent,49.4928119,-117.2948343,2,2,14-Mar-25
"304 - 3888 Evergreen Place, Burnaby","849,000",For Sale,49.2495599,-122.893743,2,2,14-Mar-25
"224 - 6628 120 Street, Surrey","649,000",For Sale,49.1235454,-122.8899272,2,2,14-Mar-25
"3362 Scotch Pine Avenue, Coquitlam","2,650,000",For Sale,49.3042885,-122.7589164,4,6,14-Mar-25
"2055 53rd Avenue, Vancouver","5,099,000",For Sale,49.2230929,-123.1540829,4,3,14-Mar-25
"14028 Grosvenor Road, Surrey","1,699,900",For Sale,49.2051819,-122.8333457,6,5,14-Mar-25
"18310 Claytonwood Crescent, Surrey","2,099,900",For Sale,49.1193575,-122.7151507,6,6,14-Mar-25
"5488 184a Street, Surrey","2,189,900",For Sale,49.1024997,-122.7108178,8,8,14-Mar-25
"1006 - 1500 Howe Street, Vancouver","3,800",For Rent,49.2742243,-123.1319223,2,2,14-Mar-25
"3186 Grant Street, Vancouver","1,775,000",For Sale,49.2711447,-123.0368707,4,4,14-Mar-25
"310 - 55 Cordova Street, Vancouver","599,000",For Sale,49.2828753,-123.1056654,5,4,14-Mar-25
"602 - 6811 Pearson Way, Richmond","2,999,000",For Sale,49.1765483,-123.1484157,3,3,14-Mar-25
"272 Waterleigh Drive, Vancouver","1,438,000",For Sale,49.215569,-123.1111283,3,3,14-Mar-25
"6 - 10698 151a Street, Surrey","468,000",For Sale,49.1969961,-122.8019712,2,1,14-Mar-25
"107 - 1292 Rosenburg Way, Coquitlam","1,299,900",For Sale,49.290302,-122.7390742,3,2,14-Mar-25
"103 - 1292 Rosenburg Way, Coquitlam","1,119,900",For Sale,49.290302,-122.7390742,2,1,14-Mar-25
"937 Montroyal Boulevard, North Vancouver","2,588,000",For Sale,49.3559669,-123.0963164,6,3,14-Mar-25
"5591 Clarendon Street, Vancouver","2,399,000",For Sale,49.2340555,-123.0557453,7,3,14-Mar-25
"13131 92 Avenue, Surrey","1,649,000",For Sale,49.1700885,-122.858499,6,4,14-Mar-25
"319 Casey Street, Coquitlam","1,599,999",For Sale,49.241931,-122.8545793,5,4,14-Mar-25
"3401 Horizon Drive, Coquitlam","2,180,000",For Sale,49.3025961,-122.7538677,4,4,14-Mar-25
"2502 - 4720 Lougheed Highway, Burnaby","3,195",For Rent,49.2648975,-122.9948005,2,2,14-Mar-25
"187 King Edward Ave Street, Vancouver","799,900",For Sale,49.2489801,-123.1014819,1,1,14-Mar-25
"39 - 2672 151 Street, Surrey","1,050,000",For Sale,49.0504165,-122.8036294,2,2,14-Mar-25
"1504 - 6328 No. 3 Road, Richmond","548,900",For Sale,49.1673987,-123.1350476,1,1,14-Mar-25
"27 - 10130 155 Street, Surrey","849,999",For Sale,49.1865615,-122.7922435,3,3,14-Mar-25
"507 - 5333 Goring Street, Burnaby","599,900",For Sale,49.2632593,-122.986531,1,1,14-Mar-25
"16775 18 Avenue, Surrey","2,100,000",For Sale,49.0349059,-122.7579714,3,3,14-Mar-25
"B - 11420 Thorpe Road, Richmond","2,000",For Rent,49.1830707,-123.0970011,2,1,14-Mar-25
"14026 Grosvenor Road, Surrey","1,899,980",For Sale,49.2051528,-122.8335348,4,4,14-Mar-25
"322 - 159 2nd Avenue, Vancouver","562,500",For Sale,49.2695849,-123.1080183,3,4,14-Mar-25
"1010 - 1331 Alberni Street, Vancouver","529,900",For Sale,49.2882466,-123.1276892,0,1,14-Mar-25
"305 - 15138 34 Avenue, Surrey","589,900",For Sale,49.063424,-122.803148,1,1,14-Mar-25
"3901 - 1283 Howe Street, Vancouver","679,000",For Sale,49.2771293,-123.1286393,1,1,14-Mar-25
"73 - 19551 66 Avenue, Surrey","864,800",For Sale,49.1244874,-122.6815629,3,3,14-Mar-25
"612 - 629 Cottonwood Avenue, Coquitlam","814,900",For Sale,49.2590175,-122.8841091,2,2,14-Mar-25
"201 - 10061 150 Street, Surrey","499,900",For Sale,49.1852491,-122.8069127,2,1,14-Mar-25
"3521 Galloway Avenue, Coquitlam","2,189,000",For Sale,49.2965742,-122.7420235,6,5,14-Mar-25
"8211 No. 3 Road, Richmond","1,590,000",For Sale,49.153414,-123.1371033,1,0,14-Mar-25
"1645 Pinetree Way, Coquitlam","1,750,000",For Sale,49.3060634,-122.7837426,7,4,14-Mar-25
"411 - 181 1st Avenue, Vancouver","799,900",For Sale,49.2706728,-123.1091484,2,2,14-Mar-25
"2702 - 668 Citadel Parade, Vancouver","996,000",For Sale,49.2787071,-123.1107548,3,4,14-Mar-25
"2406 12th Avenue, Vancouver","1,249,900",For Sale,49.2608761,-123.1604001,2,2,14-Mar-25
"302 - 921 Thurlow Street, Vancouver","599,900",For Sale,49.2835006,-123.1268451,1,1,14-Mar-25
"2207 - 10620 150 Street, Surrey","600,000",For Sale,49.1961788,-122.8049788,2,2,14-Mar-25
"2351 Christopherson Road, Surrey","3,998,000",For Sale,49.0450058,-122.8831578,1,2,14-Mar-25
"1581 57th Avenue, Vancouver","1,820,000",For Sale,49.2195949,-123.1433702,,,14-Mar-25
"506 - 633 Abbott Street, Vancouver","939,800",For Sale,49.2793229,-123.1078923,2,1,14-Mar-25
"Main Level - 19233 72 Avenue, Surrey","3,275",For Rent,49.1338784,-122.6898615,3,3,14-Mar-25
"742 23rd Avenue, Vancouver","2,399,000",For Sale,49.2498554,-123.0889077,4,4,14-Mar-25
"17161 57 Avenue, Surrey","1,599,000",For Sale,49.1061448,-122.7471457,5,3,14-Mar-25
"18262 56a Avenue, Surrey","1,399,900",For Sale,49.1045333,-122.7165759,6,4,14-Mar-25
"5887 184b Street, Surrey","1,448,800",For Sale,49.1094619,-122.7104637,2,1,14-Mar-25
"14197 Bear Creek Drive, Surrey","1,579,980",For Sale,49.149566,-122.8305129,5,3,14-Mar-25
"8 - 19250 65 Avenue, Surrey","849,000",For Sale,49.1213929,-122.6900255,3,3,14-Mar-25
"11919 96 Avenue, Surrey","1,849,000",For Sale,49.1774764,-122.8926267,8,5,14-Mar-25
"8358 144 Street, Surrey","1,775,000",For Sale,49.1548712,-122.8228997,8,6,14-Mar-25
"12248 72 Avenue, Surrey","1,099,000",For Sale,49.1337262,-122.8835427,4,3,14-Mar-25
"16589 50 Avenue, Surrey","3,099,900",For Sale,49.09338,-122.76306,3,2,14-Mar-25
"1501 - 108 Cordova Street, Vancouver","839,000",For Sale,49.2827534,-123.1072059,1,1,14-Mar-25
"2303 - 1189 Melville Street, Vancouver","1,136,000",For Sale,49.2879593,-123.1236556,2,2,14-Mar-25
"1106 - 10777 University Drive, Surrey","389,900",For Sale,49.1984084,-122.8513645,1,1,14-Mar-25
