Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"92 - 122 Bunting Road, St. Catharines","549,900",For Sale,43.1643,-79.20600999999999,2,2,12 Mar 25
"215 - 332 Gosling Gardens, Guelph","539,900",For Sale,43.49774,-80.18666000000002,2,1,12 Mar 25
"4807 22 Street, Lloydminster","309,900",For Sale,53.2567748,-110.0019179,5,3,12 Mar 25
"402 - 36 Howard Park Avenue, Toronto","699,000",For Sale,43.6520874,-79.449696,1,1,12 Mar 25
"22 - 125 Long Branch Avenue, Toronto","879,000",For Sale,43.5962507,-79.5342208,2,3,12 Mar 25
"244 Everwillow Park, Calgary","699,900",For Sale,50.9173376,-114.1040193,3,3,12 Mar 25
"325 - 3200 William Coltson Avenue, Oakville","525,000",For Sale,43.49385669999999,-79.7264545,1,1,12 Mar 25
"2 - 4 Bradbrook Road, Toronto","949,900",For Sale,43.6254717,-79.51675689999999,3,2,12 Mar 25
"201 - 80 Marine Parade Drive, Toronto","565,000",For Sale,43.6261549,-79.4772345,1,1,12 Mar 25
"145 - 601 Shoreline Drive, Mississauga","399,990",For Sale,43.5700607,-79.6316201,1,1,12 Mar 25
"702 - 4 The Kingsway , Toronto","2,575,000",For Sale,43.65005590000001,-79.5004161,2,3,12 Mar 25
"901 - 158 King Street, Waterloo","2,395",For Rent,43.47183,-80.523544,2,2,12 Mar 25
"Th94 - 9 Windermere Avenue, Toronto","399,999",For Sale,43.63685599999999,-79.4682057,1,1,12 Mar 25
"901 - 38 Leopold Place, New Westminster","699,999",For Sale,49.2109519,-122.8990063,2,2,12 Mar 25
"35 - 125 Long Branch Avenue, Toronto","1,139,000",For Sale,43.5962507,-79.5342208,3,3,12 Mar 25
"211 - 20 Koda Street, Barrie","598,900",For Sale,44.315524,-79.7246511,3,2,12 Mar 25
"506 - 250 Davis Drive, Newmarket","729,900",For Sale,44.05623,-79.46887,2,2,12 Mar 25
"505 - 370 Martha Street, Burlington","2,400",For Rent,43.3266725,-79.79270509999999,1,1,12 Mar 25
"2106 - 4675 Metcalfe Avenue, Mississauga","2,900",For Rent,43.5562067,-79.7079878,2,2,12 Mar 25
"2207 - 28 Ann Street, Mississauga","2,300",For Rent,43.5563609,-79.5856811,1,1,12 Mar 25
"PH05 - 1010 Dundas Street, Whitby","929,000",For Sale,43.88394659999999,-78.92532360000001,1,1,12 Mar 25
"2718 - 2031 Kennedy Road, Toronto","2,100",For Rent,43.7771628,-79.2842668,2,2,12 Mar 25
"518 - 1010 Dundas Street, Whitby","2,900",For Rent,43.88394659999999,-78.92532360000001,1,1,12 Mar 25
"510 - 108 Peter Street, Toronto","598,000",For Sale,43.6476915,-79.3933074,2,2,12 Mar 25
"513 - 25 Cole Street, Toronto","769,000",For Sale,43.6600547,-79.3649782,1,1,12 Mar 25
"1004 - 85 The Donway , Toronto","845,000",For Sale,43.7330208,-79.3461406,2,2,12 Mar 25
"768 - 60 Ann O'reilly Road, Toronto","589,000",For Sale,43.774404,-79.3294289,3,2,12 Mar 25
"LOWER - 87 Chapel Hill Crescent, Welland","1,850",For Rent,43.0067735,-79.27482859999999,0,1,12 Mar 25
"18 Pristine Trail, Cavan Monaghan","839,999",For Sale,44.1597337,-78.4551626,4,3,12 Mar 25
"59 Sunny Acres Road, Kingston","649,900",For Sale,44.2128458,-76.5641222,3,2,12 Mar 25
"7333 Line 34 Road, West Perth","849,900",For Sale,43.521559,-81.320899,3,2,12 Mar 25
"1983 Faircloth Road, London","1,350,000",For Sale,43.0281221,-81.2990688,2,5,12 Mar 25
"1152 Cabot Street, Peterborough","689,000",For Sale,44.336797,-78.3256499,2,2,12 Mar 25
"44 Moon Line Road, Trent Lakes","1,275,000",For Sale,44.5675246,-78.5338192,3,3,12 Mar 25
"1923 Marchmont Road, Severn","849,900",For Sale,44.633311,-79.5084633,2,3,12 Mar 25
"95 John Bell Crescent, Toronto","1,099,900",For Sale,43.7052049,-79.275489,4,3,12 Mar 25
"1031 Pelham Road, St. Catharines","1,339,900",For Sale,43.1181735,-79.2728826,2,3,12 Mar 25
"Unit 5 - 147 Richard Street, Bracebridge","1,950",For Rent,45.0433655,-79.3013046,1,1,12 Mar 25
"399 Barker Parkway, Thorold","3,000",For Rent,43.0850438,-79.187528,4,3,12 Mar 25
"148 Reynolds Street, Oakville","3,100,000",For Sale,43.44908849999999,-79.6675399,2,4,12 Mar 25
"2424 Nichols Drive, Oakville","3,800",For Rent,43.4894285,-79.7100682,3,4,12 Mar 25
"730 Yates Drive, Milton","1,500",For Rent,43.5090233,-79.85382899999999,0,1,12 Mar 25
"36 Bernadino Street, Brampton","1,039,888",For Sale,43.8002577,-79.67702539999999,4,3,12 Mar 25
"320 Canyon Hill Avenue, Richmond Hill","1,088,000",For Sale,43.8943383,-79.445123,3,4,12 Mar 25
"38 Applegate Crescent, Toronto","3,950",For Rent,43.8088077,-79.35365399999999,3,3,12 Mar 25
"36 West Elliott Street, Huntsville","529,000",For Sale,45.3187574,-79.2347085,1,2,12 Mar 25
"14005 Front Road, Loyalist","885,000",For Sale,44.1420816,-76.7925843,5,2,12 Mar 25
"7973 Paddock Trail Drive, Niagara Falls","649,000",For Sale,43.1028311,-79.1316023,3,2,12 Mar 25
"867 Woodside Drive, Kingston","679,900",For Sale,44.2530596,-76.6008665,3,2,12 Mar 25
"2257 Hanbury Court, Burlington","1,800",For Rent,43.3678535,-79.84136889999999,1,1,12 Mar 25
"23 Templar Drive, Toronto","1,279,000",For Sale,43.6870009,-79.5539795,3,2,12 Mar 25
"38 Lady Valentina Avenue, Vaughan","1,699,900",For Sale,43.8755108,-79.4782983,3,4,12 Mar 25
"254 Hastings Avenue, Toronto","1,399,000",For Sale,43.67077159999999,-79.33224469999999,4,3,12 Mar 25
"42 Beechmount Crescent, London","2,950",For Rent,42.9379072,-81.2268905,3,4,12 Mar 25
"346 Drury Lane, Strathroy-caradoc","549,900",For Sale,42.9598999,-81.6369316,3,2,12 Mar 25
"Unit 3 - 389 Elizabeth Street, Grimsby","1,850",For Rent,43.2001395,-79.5580391,3,2,12 Mar 25
"8 - 11 Court Street, Milton","2,200",For Rent,43.51650619999999,-79.8800077,2,1,12 Mar 25
"13 Cherrywood Lane, Innisfil","424,900",For Sale,44.3547959,-79.5498949,3,2,12 Mar 25
"63 Lucena Crescent, Vaughan","3,500",For Rent,43.8383499,-79.5289916,2,2,12 Mar 25
"940 Central Park Boulevard, Oshawa","859,900",For Sale,43.9254449,-78.8619099,3,2,12 Mar 25
"61 Foursome Crescent, Toronto","2,988,000",For Sale,43.7509005,-79.393688,4,4,12 Mar 25
"77 Brantwood Park Road, Brantford","559,900",For Sale,43.1888491,-80.240869,3,2,12 Mar 25
"313 Rabys Shore Drive, Kawartha Lakes","2,499,900",For Sale,44.5152985,-78.7278417,4,3,12 Mar 25
"2203 Meadowgate Boulevard, London","599,900",For Sale,42.9611645,-81.1804015,3,2,12 Mar 25
"1167 Concession 5 Road, Alfred And Plantagenet","599,900",For Sale,45.5770481,-74.86491579999999,4,3,12 Mar 25
"671 Stewart Street, Peterborough Central","599,000",For Sale,44.3138341,-78.32669229999999,3,1,12 Mar 25
"1053 Division Road, Severn","595,000",For Sale,44.64732799999999,-79.4482688,3,1,12 Mar 25
"24 Rock Elm Court, Vaughan","2,098,000",For Sale,43.845796,-79.4765913,4,4,12 Mar 25
"Upper - 29 Wellington Avenue, Oshawa","2,350",For Rent,43.8711563,-78.8378391,2,1,12 Mar 25
"2870 Highway 15 , Kingston","320,000",For Sale,44.3279822,-76.3854065,2,1,12 Mar 25
"3 Jill Court, St. Catharines","709,900",For Sale,43.1280442,-79.2610594,3,2,12 Mar 25
"25 Sail Road, Brampton","3,250",For Rent,43.6991399,-79.85090029999999,4,3,12 Mar 25
"246 Belmoral Drive, Orillia","949,900",For Sale,44.6141745,-79.4306757,3,3,12 Mar 25
"2317 Warrington Way, Innisfil","879,000",For Sale,44.3244577,-79.5455288,3,3,12 Mar 25
"17 Lavallee Crescent, Brampton","4,200",For Rent,43.6643698,-79.8092882,4,4,12 Mar 25
"168 First Avenue, Greater Napanee","734,900",For Sale,44.2478808,-76.9609979,,,12 Mar 25
"2436 Lake Shore Boulevard, Toronto","1,799,999",For Sale,43.6143393,-79.48938799999999,,,12 Mar 25
"6 - 3466 Dundas Street, Toronto","199,000",For Sale,43.6661643,-79.4873733,,,12 Mar 25
"12 - 1040 Martin Grove Road, Toronto","1,345,000",For Sale,43.6969067,-79.5748296,,,12 Mar 25
"3 - 49 Mississauga Road, Mississauga","125,000",For Sale,43.5493748,-79.5919497,,,12 Mar 25
"5 - 1040 Martin Grove Road, Toronto","1,515,000",For Sale,43.6971461,-79.5741231,,,12 Mar 25
"601 - 700 Dorval Drive, Oakville","5,500",For Rent,43.4435043,-79.69689939999999,,,12 Mar 25
"1842 Lakeshore Road, Mississauga","99,900",For Sale,43.5150605,-79.6249161,,,12 Mar 25
"WM58 - 486 Front St Street, Toronto","60,000",For Sale,43.6424635,-79.39675319999999,,,12 Mar 25
"226 - 820 Mcconnell Avenue, Cornwall","5,500",For Rent,45.028343,-74.717412,,,12 Mar 25
"Lower - 2898 South Sheridan Way, Oakville","1,850",For Rent,43.5064219,-79.66556109999999,,,12 Mar 25
"412A - 3660 Hurontario Street, Mississauga",475,For Rent,43.5921595,-79.63398699999999,,,12 Mar 25
"94 Colborne Street, Orillia","1,649,000",For Sale,44.6056561,-79.4227935,,,12 Mar 25
"165 Saunders Road, Barrie",13,For Rent,44.3320526,-79.67621659999999,,,12 Mar 25
"11 - 357 Edgeley Boulevard, Vaughan","5,000",For Rent,43.8019105,-79.533683,,,12 Mar 25
"15 - 87 Thornmount Drive, Toronto","5,300",For Rent,43.80565360000001,-79.1951467,,,12 Mar 25
"Unit 1 - 164 Division Street, Oshawa",25,For Rent,43.9033866,-78.8591419,,,12 Mar 25
"509 Oakwood Avenue, Toronto","4,000",For Rent,43.6931172,-79.4407598,,,12 Mar 25
"1203 - 3590 Kaneff Crescent, Mississauga","509,000",For Sale,43.5916462,-79.6312791,3,2,12 Mar 25
"1901 - 339 Rathburn Road, Mississauga","479,888",For Sale,43.5901854,-79.65271039999999,1,1,12 Mar 25
"2086 Lakeshore Road, Oakville","825,000",For Sale,43.4026003,-79.7012677,3,3,12 Mar 25
"1205 - 20 Mississauga Valley Boulevard, Mississauga","584,900",For Sale,43.5900845,-79.6268249,2,2,12 Mar 25
"224 - 101 Bristol Road, Mississauga","574,500",For Sale,43.6166096,-79.6628399,2,1,12 Mar 25
"2510 - 1000 Portage Parkway, Vaughan","559,000",For Sale,43.7977507,-79.5273278,2,2,12 Mar 25
"20 - Moffatt Street, St. Catharines","2,400",For Rent,43.1493737,-79.2234927,3,3,12 Mar 25
"515 - 3985 Grand Park Drive, Mississauga","2,800",For Rent,43.58165,-79.6481,2,2,12 Mar 25
"302 - 1450 Bishops Gate, Oakville","3,100",For Rent,43.4390147,-79.73769829999999,2,2,12 Mar 25
"515 - 200 Lagerfeld Drive, Brampton","2,149",For Rent,43.6724271,-79.8276499,1,1,12 Mar 25
"51 - 3500 Glen Erin Drive, Mississauga","3,250",For Rent,43.537319,-79.6888912,4,3,12 Mar 25
"1710 - 7165 Yonge Street, Markham","2,300",For Rent,43.8035434,-79.4195738,1,1,12 Mar 25
"307 - 111 Civic Square Gate, Aurora","3,400",For Rent,44.0087,-79.44945,2,2,12 Mar 25
"502 - 2628 Mccowan Road, Toronto","2,750",For Rent,43.80693369999999,-79.2667061,2,2,12 Mar 25
"237 - 201 Carlaw Avenue, Toronto","3,900",For Rent,43.6624902,-79.3401308,2,2,12 Mar 25
"1902 - 175 Bamburgh Circle, Toronto","659,999",For Sale,43.8123647,-79.32475819999999,2,2,12 Mar 25
"1066 - 123 Omni Drive, Toronto","2,350",For Rent,43.7706113,-79.26062859999999,1,1,12 Mar 25
"312 - 1435 Celebration Drive, Pickering","608,000",For Sale,43.831404,-79.0801243,2,2,12 Mar 25
"612 - 21 Burkebrook Place, Toronto","3,250",For Rent,43.718373,-79.37571880000002,1,1,12 Mar 25
"2410 - 225 Sumach Street, Toronto","1,995",For Rent,43.6611009,-79.3604498,1,1,12 Mar 25
"407 - 33 Mill Street, Toronto","699,000",For Sale,43.65036050000001,-79.360919,1,1,12 Mar 25
"379 - 209 Fort York Boulevard, Toronto","3,450",For Rent,43.6368489,-79.4046808,2,2,12 Mar 25
"707 - 5 Concorde Place, Toronto","3,100",For Rent,43.729872,-79.3272799,2,2,12 Mar 25
"4403 - 386 Yonge Street, Toronto","2,950",For Rent,43.65911070000001,-79.38361040000001,1,2,12 Mar 25
"1412 - 470 Front Street, Toronto","4,100",For Rent,43.6426557,-79.39608439999999,2,2,12 Mar 25
"2209 - 195 Redpath Avenue, Toronto","2,450",For Rent,43.7101997,-79.3932422,1,2,12 Mar 25
"1503 - 19 Western Battery Road, Toronto","2,600",For Rent,43.63961490000001,-79.41153419999999,1,2,12 Mar 25
"503 - 105 Mccaul Street, Toronto","388,000",For Sale,43.65367380000001,-79.3908898,1,1,12 Mar 25
"2109 - 325 Yorkland Boulevard, Toronto","3,569",For Rent,43.7741134,-79.332791,2,2,12 Mar 25
"3511 - 325 Yorkland Boulevard, Toronto","2,565",For Rent,43.7741134,-79.332791,3,2,12 Mar 25
"2005 - 325 Yorkland Boulevard, Toronto","2,579",For Rent,43.7741134,-79.332791,1,1,12 Mar 25
"1107 - 543 Richmond Street, Toronto","3,600",For Rent,43.6466759,-79.4015991,1,1,12 Mar 25
"2802 - 750 Bay Street, Toronto","4,480",For Rent,43.6595611,-79.3858513,3,2,12 Mar 25
"2808 - 11 Brunel Court, Toronto","2,700",For Rent,43.6394086,-79.3932334,3,2,12 Mar 25
"1804 - 117 Broadway Avenue, Toronto","2,595",For Rent,43.71035699999999,-79.3925946,1,1,12 Mar 25
"507 - 108 Peter Street, Toronto","2,650",For Rent,43.6476915,-79.3933074,2,2,12 Mar 25
"1808 - 117 Broadway Avenue, Toronto","2,250",For Rent,43.71035699999999,-79.3925946,1,1,12 Mar 25
"2212 - 60 Byng Avenue, Toronto","2,300",For Rent,43.7773991,-79.41279999999999,1,1,12 Mar 25
"75 Mt Apex Crescent, Calgary","575,000",For Sale,50.9245278,-113.9771899,3,2,12 Mar 25
"2406 North Shore Drive, Lowbanks","569,000",For Sale,42.8572246,-79.47713379999999,2,1,12 Mar 25
"250 Piper Street, Ayr","1,575,000",For Sale,43.2845697,-80.4613789,4,3,12 Mar 25
"Grand Street, Brantford","674,000",For Sale,43.1578578,-80.2653104,3,3,12 Mar 25
"302 - 4 Willow Street, Waterloo","765,000",For Sale,43.4654587,-80.5170077,2,2,12 Mar 25
"44 Robertson Drive, Stratford","3,000",For Rent,43.3885031,-80.9888455,4,3,12 Mar 25
"36109 Galleon Way, Pender Island","899,000",For Sale,48.7747245,-123.2997123,3,3,12 Mar 25
"4 - 9625 Fifth Street, Sidney","899,000",For Sale,48.6451749,-123.3997897,2,2,12 Mar 25
"808 - 2505 17 Avenue, Calgary","415,000",For Sale,51.0375917,-114.1182825,2,2,12 Mar 25
"2517 Laurier Court, Calgary","2,799,000",For Sale,50.9907105,-114.1187236,3,2,12 Mar 25
"604 - 220 Burnhamthorpe Road, Mississauga","434,999",For Sale,43.5886799,-79.64014,0,1,12 Mar 25
"3 - 71 Aquitania Circle, Lethbridge","395,000",For Sale,49.6739188,-112.899904,3,4,12 Mar 25
"1215 Balmoral Lane, Highlands East","1,199,999",For Sale,44.8851981,-78.3557793,3,2,12 Mar 25
"255 Randolph Street, Southwest Middlesex","485,000",For Sale,42.7525456,-81.70862269999999,2,1,12 Mar 25
"95 Edinburgh Avenue, Hamilton","499,999",For Sale,43.2481011,-79.8130481,3,2,12 Mar 25
"329 Scholfield Avenue, Welland","599,900",For Sale,42.98523429999999,-79.2335173,3,2,12 Mar 25
"2 - 1537 Dufferin Street, Toronto","2,500",For Rent,43.6746847,-79.44142099999999,2,1,12 Mar 25
"89 Letitia Street, Barrie","847,000",For Sale,44.3916997,-79.712509,3,2,12 Mar 25
"864 Midland Point Road, Midland","829,000",For Sale,44.7717216,-79.897074,2,2,12 Mar 25
"9 Dock Lane, Tay","1,899,000",For Sale,44.74901790000001,-79.8015173,3,3,12 Mar 25
"228 - 60 Renfrew Drive, Markham",18,For Rent,43.857951,-79.36287229999999,4,4,12 Mar 25
"310 - 450 Lonsberry Drive, Cobourg","464,900",For Sale,43.9686318,-78.14581550000001,,,12 Mar 25
"C4 - 183 Edgehill Drive, Barrie","315,000",For Sale,44.3825145,-79.7148796,2,2,12 Mar 25
"605 - 335 Rathburn Road, Mississauga","2,875",For Rent,43.5896276,-79.6524175,2,1,12 Mar 25
"2013 - 18 Yonge Street, Toronto","2,500",For Rent,43.6443983,-79.37652039999999,2,2,12 Mar 25
"227 Strathallan Wood, Toronto","7,849,000",For Sale,43.71250800000001,-79.4222779,4,7,12 Mar 25
"7 Conestoga Road, Woodstock","529,000",For Sale,43.1483662,-80.73730019999999,3,2,12 Mar 25
"3 Delaware Avenue, St. Catharines","480,500",For Sale,43.17287109999999,-79.2274933,3,1,12 Mar 25
"4772 Briton-houghton Bay Road, Rideau Lakes","1,298,900",For Sale,44.76737079999999,-76.19154499999999,3,2,12 Mar 25
"35 White Tail Drive, Mississippi Mills","834,900",For Sale,45.24517609999999,-76.208717,3,4,12 Mar 25
"500 Cavell Drive, Mississauga","899,900",For Sale,43.5644028,-79.6207633,3,2,12 Mar 25
"37 Pine Ridge Trail, Oro-medonte","1,199,777",For Sale,44.56144740000001,-79.6680018,4,3,12 Mar 25
"717 - 560 King Street, Toronto","2,200",For Rent,43.6450298,-79.3991444,1,1,12 Mar 25
"64 Bartlett Way, Calgary","679,900",For Sale,50.8823416,-113.9272754,3,3,12 Mar 25
"64 Norton Drive, Guelph","1,199,900",For Sale,43.5765186,-80.2159154,3,4,12 Mar 25
"52 Queen Street, Renfrew","309,900",For Sale,45.4718352,-76.6899476,3,2,12 Mar 25
"18 Ravenhill Crescent, Markham","2,888,800",For Sale,43.8463776,-79.2969639,5,6,12 Mar 25
"504 - 556 Marlee Avenue, Toronto","2,500",For Rent,43.7087469,-79.4438326,1,2,12 Mar 25
"303 - 225 Bamburgh Circle, Toronto","769,900",For Sale,43.8125183,-79.32273649999999,2,2,12 Mar 25
"1211 - 4978 Yonge Street, Toronto","2,300",For Rent,43.7655445,-79.4125557,1,1,12 Mar 25
"2403 - 65 St Mary Street, Toronto","2,980",For Rent,43.6672065,-79.389162,1,1,12 Mar 25
"673 Silversmith Street, London","669,000",For Sale,42.9851319,-81.2991995,4,4,12 Mar 25
"72 Lake Driveway , Ajax","1,508,000",For Sale,43.8202075,-79.0178766,3,5,12 Mar 25
"15 Driftwood Lane, Clarington","573,900",For Sale,43.9345347,-78.6000336,2,2,12 Mar 25
"45 - 35 Green Gate Boulevard, Cambridge","789,900",For Sale,43.357512,-80.28550790000001,2,3,12 Mar 25
"57 - 851 63 Street, Edson","99,900",For Sale,53.5839186,-116.4557689,3,2,12 Mar 25
"415 Temple Street, Minto","547,000",For Sale,43.8294347,-80.85200329999999,2,1,12 Mar 25
"C - 253 Lakeshore Road, Mississauga","2,100",For Rent,43.5454043,-79.5915787,2,1,12 Mar 25
"320 South Court, Burlington","1,399,999",For Sale,43.3392445,-79.7771334,3,2,12 Mar 25
"1510 - 1035 Southdown Road, Mississauga","2,700",For Rent,43.5124618,-79.63150089999999,3,3,12 Mar 25
"58 Brandon Avenue, Kitchener","1,359,900",For Sale,43.4489526,-80.5172982,1,1,12 Mar 25
"35 Dartford Place, Hamilton","1,095,000",For Sale,43.2178961,-79.84987029999999,5,3,12 Mar 25
"2242 Grand Oak Trail, Oakville","3,888",For Rent,43.4299304,-79.7628703,3,3,12 Mar 25
"14 Citrine Drive, Bradford West Gwillimbury","1,499,999",For Sale,44.1189686,-79.5906093,3,4,12 Mar 25
"E46 - 288 Mill Road, Toronto","638,000",For Sale,43.6375485,-79.58272629999999,5,4,12 Mar 25
"625E - 576 Front Street, Toronto","2,200",For Rent,43.6412266,-79.4005624,2,2,12 Mar 25
"1706 - 11 Charlotte Street, Toronto","839,900",For Sale,43.6464437,-79.39358419999999,1,1,12 Mar 25
"599 Nairn Circle, Milton","1,399,500",For Sale,43.4896298,-79.8848079,4,5,12 Mar 25
"2124 Cty Rd 18 Road, North Grenville","1,475,000",For Sale,44.989375,-75.6686728,2,3,12 Mar 25
"1124 Con 6, R. R. #3 Road, Kincardine","149,000",For Sale,44.1752954,-81.6365715,,,12 Mar 25
"B - 3 Spring Lane, Brantford","779,900",For Sale,43.1416314,-80.27528869999999,3,3,12 Mar 25
"650 9th Street, Owen Sound","524,900",For Sale,44.564747,-80.9540123,3,3,12 Mar 25
"1389 Heritage Way, Oakville","1,799,000",For Sale,43.4283447,-79.743764,4,4,12 Mar 25
"627 Wayne Crescent, Midland","679,900",For Sale,44.7397157,-79.8741533,2,2,12 Mar 25
"125 Reeve Drive, Markham","1,749,000",For Sale,43.872875,-79.2548499,4,3,12 Mar 25
"1601 - 3438 Vanness Avenue, Vancouver","519,900",For Sale,49.2379906,-123.0316136,1,1,12 Mar 25
"251 Royal Landing Gate, North Grenville","849,900",For Sale,45.0366166,-75.6822336,2,2,12 Mar 25
"2610 - 832 Bay Street, Toronto","4,485",For Rent,43.6622421,-79.3864711,3,2,12 Mar 25
"335 Centennial Forest Drive, Milton","1,125,000",For Sale,43.51538300000001,-79.8645394,2,3,12 Mar 25
"33 North Street, Tillsonburg","680,000",For Sale,42.8784715,-80.7434038,3,3,12 Mar 25
"114 - 470 Gordon Krantz Avenue, Milton","2,600",For Rent,43.4741456,-79.8638345,2,2,12 Mar 25
"214 - 215 Lakeshore Road, Mississauga","2,775",For Rent,43.546851,-79.5904369,2,2,12 Mar 25
"PH 709 - 8 Gladstone Avenue, Toronto","989,500",For Sale,43.6431938,-79.4276208,2,2,12 Mar 25
"209 - 32145 Old Yale Road, Abbotsford","379,900",For Sale,49.05232710000001,-122.3333731,2,2,12 Mar 25
"2279 Leclair Drive, Coquitlam","2,299,000",For Sale,49.24273119999999,-122.8283246,6,4,12 Mar 25
"31 Carmine Crescent, St. Catharines","778,000",For Sale,43.1422465,-79.2685329,4,3,12 Mar 25
"1675 Medallion Court, Mississauga","1,599,000",For Sale,43.5310689,-79.6377014,4,3,12 Mar 25
"1613 17 Avenue, Calgary","919,500",For Sale,51.0375826,-114.0990519,4,4,12 Mar 25
"2602 - 1331 Alberni Street , Vancouver","968,000",For Sale,49.28824660000001,-123.1276892,1,1,12 Mar 25
"19 - 20966 77a Avenue, Langley","999,900",For Sale,49.14209409999999,-122.6411494,4,3,12 Mar 25
"208 Alexander Road, Newmarket","1,190,000",For Sale,44.0546202,-79.4415537,4,6,12 Mar 25
"2222 2a Highway, Ponoka","1,500,000",For Sale,52.2562255,-113.8141786,4,4,12 Mar 25
"206 - 1465 Comox Street, Vancouver","774,900",For Sale,49.2857388,-123.1345829,,,12 Mar 25
"156 - 2228 162 Street, Surrey","989,900",For Sale,49.04218669999999,-122.7730074,1,1,12 Mar 25
"164 Chayna Crescent, Vaughan","1,288,000",For Sale,43.8538613,-79.5031066,4,4,12 Mar 25
"414 - 11449 Ellerslie Road, Edmonton","164,000",For Sale,53.42402999999999,-113.52182,3,4,12 Mar 25
"2586 23 Avenue, Vancouver","2,200,000",For Sale,49.2495257,-123.0526739,1,1,12 Mar 25
"115 Hanson Drive, Langdon","849,999",For Sale,50.97704710000001,-113.665378,3,0,12 Mar 25
"7022 85a Street, Grande Prairie","575,000",For Sale,55.1445374,-118.7482924,5,5,12 Mar 25
"96 Red Embers Crescent, Calgary","659,000",For Sale,51.1660656,-113.9540402,4,4,12 Mar 25
"9054 81 Avenue, Grande Prairie","565,000",For Sale,55.1552559,-118.7661094,4,3,12 Mar 25
"89 Citadel Meadow Gardens, Calgary","489,900",For Sale,51.1494848,-114.1862397,1,1,12 Mar 25
"6 Georgian Villas, Calgary","370,000",For Sale,51.062966,-113.943614,2,3,12 Mar 25
"950 Southdown Drive, Oshawa","699,900",For Sale,43.8832206,-78.804375,3,3,12 Mar 25
"3510 - 33 Harbour Square, Toronto","1,299,000",For Sale,43.63993749999999,-79.3771812,3,2,12 Mar 25
"917 - 10 Deerlick Court, Toronto","585,000",For Sale,43.7591964,-79.33192380000001,2,2,12 Mar 25
"234 5 Avenue, Magrath","1,590,000",For Sale,49.4064923,-112.872925,4,3,12 Mar 25
"110 Oakwood Place, Calgary","865,000",For Sale,50.9672564,-114.1277893,,,12 Mar 25
"Twp 362 , Rural Red Deer County","499,900",For Sale,52.1499388,-113.9063245,3,3,12 Mar 25
"184 Sandringham Close, Calgary","700,000",For Sale,51.13677209999999,-114.1007206,,,12 Mar 25
"340 - 428 Chaparral Ravine View, Calgary","339,999",For Sale,50.87995249999999,-114.0238512,6,3,12 Mar 25
"TH21 - 550 Taylor Street, Vancouver","899,000",For Sale,49.27996,-123.1057286,2,2,12 Mar 25
"1602 - 3331 Brown Road, Richmond","699,800",For Sale,49.18620019999999,-123.1298776,2,1,12 Mar 25
"211 - 1540 Piercy Avenue, Courtenay","279,000",For Sale,49.680848,-125.0004474,1,1,12 Mar 25
"2 - 1572 Seabird Road, Ladysmith","459,900",For Sale,49.0505591,-123.8874718,1,1,12 Mar 25
"14 - 6995 Nordin Road, Sooke","989,000",For Sale,48.3657818,-123.733073,3,2,12 Mar 25
"502 - 4168 Lougheed Highway, Burnaby","1,189,900",For Sale,49.2660541,-123.0118677,4,4,12 Mar 25
"348 Doak Lane, Newmarket","959,000",For Sale,44.05370569999999,-79.4351726,3,2,12 Mar 25
"1407E - 576 Front Street, Toronto","3,800",For Rent,43.6412266,-79.4005624,3,3,12 Mar 25
"1903 - 161 Roehampton Avenue, Toronto","2,150",For Rent,43.70877249999999,-79.3937821,3,2,12 Mar 25
"21351 96 Avenue, Edmonton","759,900",For Sale,53.5329859,-113.6881575,1,1,12 Mar 25
"303 - 1029 15 Avenue, Calgary","359,900",For Sale,51.0656696,-114.0380175,5,5,12 Mar 25
"167 Felix Road, Richmond Hill","1,498,000",For Sale,43.8851561,-79.42051920000002,3,3,12 Mar 25
"42 Mellowood Drive, Toronto","6,000",For Rent,43.7573543,-79.3669488,4,4,12 Mar 25
"94 Waite Crescent, Whitchurch-stouffville","1,560,000",For Sale,43.9724256,-79.26345049999999,4,4,12 Mar 25
"81 United Square, Toronto","2,900",For Rent,43.7981566,-79.2101091,3,1,12 Mar 25
"642 - 15 Merchants' Wharf , Toronto","999,800",For Sale,43.6452569,-79.3642909,3,2,12 Mar 25
"646 Loach's Road, Sudbury","799,900",For Sale,46.456008,-80.9806454,4,2,12 Mar 25
"5 - 201 Concession 3 , Harrow","379,999",For Sale,42.0355591,-82.918148,2,2,12 Mar 25
"403 - 4903 47 Avenue, Stony Plain","169,000",For Sale,53.533678,-114.005271,2,2,12 Mar 25
"22 - 712028 Range Road 51 , Rural Grande Prairie No. 1, County Of","2,000",For Sale,55.14693639999999,-118.6421879,6,8,12 Mar 25
"30 Churchill Avenue, Welland","1,090,000",For Rent,42.9793133,-79.2428903,3,1,12 Mar 25
"55 Phalen Crescent, Toronto","899,900",For Sale,43.8192873,-79.2794795,3,3,12 Mar 25
"261 Portage Road Road, Bolsover","849,999",For Sale,44.5305909,-79.0588425,4,2,12 Mar 25
"23 Rutledge Court, Hamilton","2,100",For Sale,43.1953252,-79.8471941,5,3,12 Mar 25
"4209 - 87 Peter Street, Toronto","799,000",For Rent,43.64691639999999,-79.392499,0,1,12 Mar 25
"704 - 99 John Street, Toronto","1,150,000",For Sale,43.6475245,-79.38993119999999,2,2,12 Mar 25
