Neighborhood,Year,Season,Property Type,Bedrooms,Bathrooms,Year Built,Renovation Year,Garage Type,Square Footage (House),Square Footage (Land),Basement,Legal Units,Market Price
Central Port Coquitlam,2011,Spring,House,1,3,1950,2022,triple,2464,7175,Not Finished,0,1244264.57
Central Port Coquitlam,2011,Summer,Duplex,3,2,2009,0,triple,2683,2601,Not Finished,2,3214334.39
Central Port Coquitlam,2011,Fall,Condo,1,1,1984,0,triple,2845,9301,Not Finished,0,1173518.48
Central Port Coquitlam,2011,Winter,Condo,3,3,2005,0,double,3752,5157,Finished,2,743893.49
Central Port Coquitlam,2012,Spring,Triplex,3,3,1955,2019,double,1383,1078,Not Finished,1,1292281.64
Central Port Coquitlam,2012,Summer,Condo,1,3,1980,0,none,2891,5221,Not Finished,1,993697.69
Central Port Coquitlam,2012,Fall,House,1,1,2013,0,single,1491,7233,Finished,1,1932339.6
Central Port Coquitlam,2012,Winter,Triplex,2,2,2021,0,single,4946,3238,Finished,1,1132246.4
Central Port Coquitlam,2013,Spring,Townhouse,4,1,1978,0,triple,1833,7379,Not Finished,0,2286446.77
Central Port Coquitlam,2013,Summer,Condo,4,1,1953,0,none,1486,5352,Finished,2,1634654.84
Central Port Coquitlam,2013,Fall,Condo,4,3,1951,0,double,1975,8831,Finished,2,1176683.08
Central Port Coquitlam,2013,Winter,Triplex,3,2,1979,0,triple,1701,8504,Finished,2,2095286.85
Central Port Coquitlam,2014,Spring,Townhouse,5,2,1960,2010,double,4435,5509,Finished,1,2179161.64
Central Port Coquitlam,2014,Summer,House,5,3,1989,2007,single,584,4093,Not Finished,0,2256609.12
Central Port Coquitlam,2014,Fall,Townhouse,3,3,1973,0,double,2018,2449,Finished,0,2568701.67
Central Port Coquitlam,2014,Winter,Triplex,5,3,1983,0,none,713,1261,Finished,0,1090703.12
Central Port Coquitlam,2015,Spring,Townhouse,2,2,2023,0,single,552,5881,Not Finished,2,800161.93
Central Port Coquitlam,2015,Summer,Duplex,2,1,1997,2015,none,2908,1847,Finished,2,2991747.45
Central Port Coquitlam,2015,Fall,Townhouse,1,1,1966,0,double,4782,3174,Finished,1,2191039.29
Central Port Coquitlam,2015,Winter,Townhouse,2,3,1998,2010,none,907,4090,Finished,1,1472950.7
Central Port Coquitlam,2016,Spring,Townhouse,1,3,2020,0,triple,4450,4455,Finished,0,2794896.72
Central Port Coquitlam,2016,Summer,Triplex,1,3,1955,0,triple,657,4344,Not Finished,1,1476212.12
Central Port Coquitlam,2016,Fall,Townhouse,3,3,2008,2021,none,3893,2353,Finished,2,2830165.08
Central Port Coquitlam,2016,Winter,Townhouse,5,1,1997,0,single,3081,9979,Not Finished,0,1673378.45
Central Port Coquitlam,2017,Spring,Duplex,4,2,1962,2022,triple,1726,4323,Not Finished,2,3170584.07
Central Port Coquitlam,2017,Summer,Condo,2,3,2013,0,double,738,1589,Not Finished,2,1429408.21
Central Port Coquitlam,2017,Fall,Condo,2,1,2005,2021,none,626,2188,Not Finished,0,1451360.23
Central Port Coquitlam,2017,Winter,Duplex,2,1,1975,1998,double,2902,2581,Finished,2,2913604.87
Central Port Coquitlam,2018,Spring,House,3,2,1996,2006,single,706,7697,Not Finished,0,2949199.54
Central Port Coquitlam,2018,Summer,Triplex,4,2,1960,2001,double,650,8734,Finished,2,3926826.87
Central Port Coquitlam,2018,Fall,Townhouse,5,1,1969,0,double,2831,7857,Finished,1,2819640.05
Central Port Coquitlam,2018,Winter,House,3,3,1962,0,triple,1290,6470,Finished,0,3306652.21
Central Port Coquitlam,2019,Spring,Duplex,3,1,2018,0,single,612,1370,Not Finished,1,2362858.74
Central Port Coquitlam,2019,Fall,Condo,3,3,1981,1997,double,2629,7708,Not Finished,2,1025160.59
Central Port Coquitlam,2019,Winter,Condo,5,2,1959,0,triple,1386,9575,Not Finished,1,927674.79
Central Port Coquitlam,2020,Spring,House,5,3,2010,2021,single,4468,1262,Finished,2,1803716.67
Central Port Coquitlam,2020,Summer,Townhouse,4,1,1965,0,triple,1397,5756,Finished,0,1956481.33
Central Port Coquitlam,2020,Fall,Triplex,4,2,1979,0,double,3128,6632,Not Finished,1,3002068.272
Central Port Coquitlam,2020,Winter,Condo,3,3,1997,0,triple,4601,4221,Finished,0,2421268.92
Central Port Coquitlam,2021,Spring,Townhouse,5,3,1990,0,triple,2621,3684,Not Finished,1,3109491.012
Central Port Coquitlam,2021,Summer,Triplex,4,3,2021,0,single,2109,7736,Finished,2,4938621.924
Central Port Coquitlam,2021,Fall,Townhouse,3,1,1958,2001,none,4213,2913,Not Finished,2,2098597.62
Central Port Coquitlam,2021,Winter,Condo,2,3,2011,0,single,4183,9024,Finished,2,2077166.376
Central Port Coquitlam,2022,Spring,Triplex,5,1,1951,1973,none,3405,1017,Finished,2,2195362.86
Central Port Coquitlam,2022,Summer,Townhouse,4,3,2021,0,none,2302,8369,Not Finished,2,3677897.22
Central Port Coquitlam,2022,Fall,Condo,3,1,2001,2022,triple,4562,2086,Not Finished,1,1456631.87
Central Port Coquitlam,2022,Winter,Condo,2,2,2007,0,single,1740,3753,Not Finished,2,1923011.6
Central Port Coquitlam,2023,Spring,House,2,2,1979,2021,none,2683,6048,Not Finished,1,2464528.31
Central Port Coquitlam,2023,Summer,House,4,1,1950,0,none,3863,3103,Finished,2,3586445.83
Central Port Coquitlam,2023,Fall,Condo,4,1,1999,0,none,1961,4152,Not Finished,0,2161776.68
Central Port Coquitlam,2023,Winter,Triplex,3,1,1995,0,none,1771,2888,Finished,1,3945243.73
Upper Lonsdale,2004,Spring,Condo,4,3,1986,2007,none,1515,6126,Not Finished,1,446053.57
Upper Lonsdale,2004,Summer,Condo,3,3,2023,0,triple,3485,7577,Not Finished,0,790985.58
Upper Lonsdale,2004,Fall,Condo,5,2,1957,0,triple,4262,9516,Not Finished,2,568385.39
Upper Lonsdale,2004,Winter,Condo,4,2,1970,0,single,3997,2526,Finished,1,637748.24
Upper Lonsdale,2005,Spring,House,5,1,1976,0,single,1991,5444,Not Finished,1,1024026.37
Upper Lonsdale,2005,Summer,House,3,1,1963,0,none,4433,5710,Not Finished,1,770791.18
Upper Lonsdale,2005,Fall,Duplex,5,2,1956,1979,double,4875,7993,Finished,0,2128051.66
Upper Lonsdale,2005,Winter,Condo,1,1,1952,2017,single,4241,6052,Finished,2,951124.39
Upper Lonsdale,2006,Spring,Triplex,2,3,1998,0,none,3025,3607,Finished,0,1261577.51
Upper Lonsdale,2006,Summer,House,1,1,1971,1994,none,2858,9453,Not Finished,1,1506221.5
Upper Lonsdale,2006,Fall,Condo,4,1,1952,0,triple,2567,9184,Finished,0,1155795.96
Upper Lonsdale,2006,Winter,Duplex,3,3,1962,0,none,2528,5336,Not Finished,1,922437.21
Upper Lonsdale,2007,Spring,Duplex,3,3,1971,2018,single,781,9315,Not Finished,1,1358429.1
Upper Lonsdale,2007,Summer,Townhouse,2,3,1972,0,none,2361,8456,Not Finished,1,1089899.62
Upper Lonsdale,2007,Fall,Triplex,5,3,1955,0,double,3618,1079,Not Finished,2,883521.18
Upper Lonsdale,2007,Winter,Condo,1,3,1952,0,triple,3160,8962,Not Finished,2,1161964.15
Upper Lonsdale,2008,Spring,Triplex,3,1,1998,0,single,2332,3343,Not Finished,1,1449562.34
Upper Lonsdale,2008,Summer,Condo,2,1,1969,2013,none,1270,3330,Finished,1,1018678.24
Upper Lonsdale,2008,Fall,Duplex,2,3,1991,0,single,1254,4327,Not Finished,2,1135012.57
Upper Lonsdale,2008,Winter,Condo,1,2,2018,0,none,1618,7946,Not Finished,0,590741.51
Upper Lonsdale,2009,Spring,Duplex,2,2,1991,2016,triple,4454,1484,Not Finished,2,1100473.12
Upper Lonsdale,2009,Summer,Duplex,4,3,1978,2022,none,567,8833,Not Finished,1,1778481.05
Upper Lonsdale,2009,Fall,Condo,3,1,1960,2005,none,786,2257,Not Finished,0,993568.2
Upper Lonsdale,2009,Winter,House,2,3,2014,0,double,2513,7275,Finished,2,2698314.04
Upper Lonsdale,2010,Spring,Townhouse,2,1,1976,0,double,2900,1666,Finished,2,1885397.65
Upper Lonsdale,2010,Summer,Triplex,3,3,2023,0,none,3997,4660,Not Finished,1,3257004.26
Upper Lonsdale,2010,Fall,Duplex,3,1,1968,0,single,4744,2665,Finished,0,1485664.34
Upper Lonsdale,2010,Winter,Condo,1,2,1967,0,triple,1365,1037,Finished,2,1440178.42
Upper Lonsdale,2011,Spring,House,1,2,1977,0,none,3683,3020,Not Finished,2,2036317.55
Upper Lonsdale,2011,Summer,Duplex,2,2,1985,1997,single,2077,9197,Not Finished,1,1547976.81
Upper Lonsdale,2011,Fall,Condo,2,1,1966,2021,single,4008,6461,Not Finished,1,1443181.42
Upper Lonsdale,2011,Winter,Condo,3,2,2017,0,triple,3463,4852,Finished,0,751681.86
Upper Lonsdale,2012,Spring,House,3,1,1973,1996,triple,3483,5474,Finished,2,1902883.31
Upper Lonsdale,2012,Summer,House,1,1,1962,0,single,2753,9282,Not Finished,1,4158481.6
Upper Lonsdale,2012,Fall,Townhouse,2,2,2020,0,none,1408,4164,Not Finished,2,1028158.88
Upper Lonsdale,2012,Winter,Triplex,1,2,2010,0,none,4748,1740,Finished,2,3084024.65
Upper Lonsdale,2013,Spring,Townhouse,3,3,1965,2014,triple,4767,6393,Finished,0,562970.5129999999
Upper Lonsdale,2013,Summer,Condo,5,1,1964,1986,triple,4886,4952,Finished,2,1179069.35
Upper Lonsdale,2013,Fall,Townhouse,5,3,1995,2016,single,594,8987,Not Finished,1,1991390.91
Upper Lonsdale,2013,Winter,Duplex,1,2,2022,0,double,3862,7644,Not Finished,2,2894311.68
Upper Lonsdale,2014,Spring,Duplex,4,2,2010,0,none,810,3635,Not Finished,0,1997972.21
Upper Lonsdale,2014,Summer,Duplex,3,2,1972,0,double,1058,4240,Not Finished,0,3521056.67
Upper Lonsdale,2014,Fall,Triplex,2,2,1952,2017,triple,4773,4692,Not Finished,0,1633984.97
Upper Lonsdale,2014,Winter,Triplex,2,3,1958,2022,triple,1161,4772,Not Finished,1,1915051.11
Upper Lonsdale,2015,Spring,House,3,3,1964,2016,triple,1296,6820,Finished,1,4992269.74
Upper Lonsdale,2015,Summer,Condo,2,2,2012,0,none,3611,8994,Finished,1,1326949.85
Upper Lonsdale,2015,Fall,Townhouse,5,3,2000,2011,double,896,4564,Not Finished,2,1345329.98
Upper Lonsdale,2015,Winter,Condo,2,2,2017,0,double,4270,6191,Finished,2,850475.71
Upper Lonsdale,2016,Spring,Townhouse,1,3,1975,2007,none,4678,4957,Not Finished,1,2043801.27
Upper Lonsdale,2016,Summer,Duplex,1,1,2002,2014,triple,3577,6351,Not Finished,1,4036546.17
Upper Lonsdale,2016,Fall,Condo,5,3,1963,2014,triple,3671,7811,Not Finished,0,1547801.75
Upper Lonsdale,2016,Winter,Duplex,4,1,1982,0,triple,1984,4578,Not Finished,2,1255612.94
Upper Lonsdale,2017,Spring,House,5,3,1984,0,double,1038,1782,Not Finished,1,3028127.22
Upper Lonsdale,2017,Summer,Duplex,4,3,1952,0,single,2674,4576,Finished,0,3808539.63
Upper Lonsdale,2017,Fall,Townhouse,4,3,2015,0,single,4703,6857,Finished,1,1440179.6
Upper Lonsdale,2017,Winter,House,3,2,1987,0,triple,4273,8657,Not Finished,1,1581453.95
Upper Lonsdale,2018,Spring,Townhouse,4,1,1970,0,double,574,8276,Not Finished,0,3141179.39
Upper Lonsdale,2018,Summer,Duplex,3,1,2022,0,none,970,8870,Finished,1,1610733.4
Upper Lonsdale,2018,Fall,Condo,1,2,1970,0,single,1038,8373,Not Finished,0,1432141.18
Upper Lonsdale,2018,Winter,Duplex,4,3,1973,0,triple,2684,9147,Not Finished,2,2645872.43
Upper Lonsdale,2019,Spring,Townhouse,1,2,2019,0,none,3403,2992,Not Finished,1,2508234.33
Upper Lonsdale,2019,Summer,Triplex,5,1,1952,1998,triple,2531,2411,Finished,2,4398683.45
Upper Lonsdale,2019,Winter,Duplex,5,2,1965,0,none,4294,9499,Not Finished,0,2592241.28
Upper Lonsdale,2020,Spring,Triplex,2,2,2003,2020,single,4732,7878,Finished,1,2726809.34
Upper Lonsdale,2020,Fall,Townhouse,4,1,1964,1990,none,1729,3822,Not Finished,2,3737022.6348
Upper Lonsdale,2020,Winter,Townhouse,1,2,1988,2019,triple,1735,9533,Not Finished,2,1425736.416
Upper Lonsdale,2021,Spring,Townhouse,5,1,1995,0,triple,2984,4706,Finished,2,2799790.596
Upper Lonsdale,2021,Summer,Townhouse,5,3,1990,2018,none,1276,5059,Not Finished,0,2998179.672
Upper Lonsdale,2021,Fall,Townhouse,2,1,1998,0,single,3443,5866,Not Finished,0,3825692.052
Upper Lonsdale,2021,Winter,Triplex,3,1,1987,0,double,3215,2322,Finished,1,4635434.46
Upper Lonsdale,2022,Spring,Duplex,5,3,1998,0,none,4191,3765,Not Finished,1,3087176.1
Upper Lonsdale,2022,Summer,Condo,1,3,2000,2020,triple,4561,7425,Finished,0,1833762.624
Upper Lonsdale,2022,Fall,House,5,2,1991,2023,triple,1430,3641,Finished,1,4116160.47
Upper Lonsdale,2022,Winter,Duplex,4,2,1951,1982,single,3962,5942,Not Finished,0,1632142.71
Upper Lonsdale,2023,Spring,Duplex,4,3,2005,2015,triple,2505,9812,Not Finished,0,1646367.73
Upper Lonsdale,2023,Summer,Triplex,5,1,1998,2015,none,4643,5706,Finished,1,4262041.91
Upper Lonsdale,2023,Winter,Condo,1,1,2002,2012,single,3655,6125,Not Finished,1,1533781.75
Lower Lonsdale,2004,Spring,Triplex,4,2,1996,2015,single,908,1743,Not Finished,0,2524571.0
Lower Lonsdale,2004,Summer,Condo,1,1,1951,2003,single,1030,9796,Finished,2,739321.6
Lower Lonsdale,2004,Fall,Condo,1,1,1978,0,single,4894,4274,Finished,1,857300.83
Lower Lonsdale,2004,Winter,Condo,1,2,1954,2013,double,2794,1927,Finished,0,322773.89
Lower Lonsdale,2005,Spring,Duplex,2,3,1980,0,double,3329,5757,Not Finished,0,1323830.17
Lower Lonsdale,2005,Summer,House,2,3,1995,0,single,1486,3638,Finished,0,2241522.62
Lower Lonsdale,2005,Fall,House,1,1,1968,1982,double,3822,1463,Not Finished,0,1278959.92
Lower Lonsdale,2005,Winter,Townhouse,4,3,1986,0,none,3792,1338,Finished,2,683736.73
Lower Lonsdale,2006,Spring,Triplex,1,2,1986,2017,triple,1005,8346,Finished,2,2092952.38
Lower Lonsdale,2006,Summer,Duplex,4,2,1964,1978,none,2182,7857,Finished,0,1027337.38
Lower Lonsdale,2006,Fall,Condo,2,1,1970,0,triple,3048,1649,Finished,2,887599.39
Lower Lonsdale,2006,Winter,Condo,3,1,1976,2009,none,1784,8067,Finished,1,870782.56
Lower Lonsdale,2007,Spring,Condo,2,1,1993,0,double,1737,2113,Finished,2,1248729.46
Lower Lonsdale,2007,Summer,House,5,1,2005,0,triple,1897,7205,Not Finished,2,3446301.38
Lower Lonsdale,2007,Fall,Townhouse,4,1,1950,0,single,2080,1062,Not Finished,0,1836859.25
Lower Lonsdale,2007,Winter,Duplex,3,3,2003,0,double,3620,2023,Finished,0,1778812.24
Lower Lonsdale,2008,Spring,Triplex,2,1,1997,2010,triple,4980,7598,Not Finished,2,1680290.95
Lower Lonsdale,2008,Summer,Townhouse,4,3,1993,0,none,1773,3162,Finished,1,1015514.23
Lower Lonsdale,2008,Fall,Triplex,3,1,1989,0,none,2765,7427,Not Finished,2,1357939.12
Lower Lonsdale,2008,Winter,Condo,4,3,1982,0,none,2042,1541,Finished,2,794310.17
Lower Lonsdale,2009,Spring,Triplex,1,2,1969,2007,single,3547,8871,Finished,0,2720026.75
Lower Lonsdale,2009,Summer,Duplex,1,2,2001,2012,none,2024,5602,Not Finished,0,932513.47
Lower Lonsdale,2009,Fall,House,1,1,2013,0,single,3966,8578,Not Finished,1,2864288.49
Lower Lonsdale,2009,Winter,Townhouse,2,2,1952,0,none,4973,3667,Not Finished,1,2064767.18
Lower Lonsdale,2010,Spring,Condo,4,3,1996,2006,single,1968,2624,Not Finished,0,1487857.9
Lower Lonsdale,2010,Summer,Triplex,3,3,1997,2011,single,1464,4738,Finished,1,2822253.447
Lower Lonsdale,2010,Fall,Triplex,4,3,2005,0,triple,2597,3976,Not Finished,2,1870861.0
Lower Lonsdale,2010,Winter,House,3,1,2023,0,triple,2941,8955,Finished,0,826697.67
Lower Lonsdale,2011,Spring,House,2,2,2009,2022,single,940,8594,Not Finished,0,2388862.15
Lower Lonsdale,2011,Summer,House,2,3,2011,0,single,3344,6131,Not Finished,1,1912831.84
Lower Lonsdale,2011,Fall,Townhouse,5,3,2006,0,double,2940,3820,Not Finished,1,689412.6
Lower Lonsdale,2011,Winter,Duplex,4,1,1978,1991,triple,4805,9014,Finished,1,915427.9
Lower Lonsdale,2012,Spring,Duplex,5,2,2004,0,none,2142,6440,Not Finished,2,1027786.48
Lower Lonsdale,2012,Summer,Townhouse,4,2,1976,0,double,4371,1619,Not Finished,0,1746456.09
Lower Lonsdale,2012,Fall,Duplex,1,1,1982,2006,double,692,2212,Not Finished,1,2816697.24
Lower Lonsdale,2012,Winter,Condo,5,2,2002,2013,double,3046,3221,Not Finished,0,1572641.0
Lower Lonsdale,2013,Spring,Townhouse,1,1,1963,0,triple,4236,9343,Finished,0,2739785.56
Lower Lonsdale,2013,Summer,Condo,3,3,2003,2019,single,2969,4487,Finished,0,672743.02
Lower Lonsdale,2013,Fall,Triplex,5,3,1994,0,none,1972,2779,Not Finished,2,2179851.27
Lower Lonsdale,2013,Winter,House,1,1,1969,0,none,2343,8140,Not Finished,2,1035288.81
Lower Lonsdale,2014,Spring,Triplex,1,2,2007,2020,none,753,2170,Finished,2,3104771.3
Lower Lonsdale,2014,Summer,Duplex,1,2,1986,2008,single,4167,7531,Not Finished,1,2565947.9
Lower Lonsdale,2014,Fall,Condo,4,3,1959,0,double,1271,9230,Not Finished,2,1259621.8
Lower Lonsdale,2014,Winter,Townhouse,3,1,1965,0,none,969,8226,Not Finished,2,2235368.01
Lower Lonsdale,2015,Spring,Townhouse,2,2,1951,2023,none,2445,5367,Finished,2,1059781.27
Lower Lonsdale,2015,Summer,House,3,1,2012,2022,single,4728,4798,Not Finished,1,1732439.5
Lower Lonsdale,2015,Fall,Triplex,4,3,1973,1998,double,4354,8673,Not Finished,1,3072760.0
Lower Lonsdale,2015,Winter,Townhouse,4,1,1972,1982,single,2118,6142,Finished,0,1501047.34
Lower Lonsdale,2016,Spring,Duplex,4,2,1974,0,single,4169,8083,Not Finished,0,3898775.5
Lower Lonsdale,2016,Summer,Townhouse,4,3,1972,1988,double,938,5688,Not Finished,0,2593874.48
Lower Lonsdale,2016,Fall,Townhouse,2,2,1998,0,triple,1990,5494,Finished,0,2095547.08
Lower Lonsdale,2016,Winter,House,4,1,1980,0,double,4069,4863,Finished,1,2041190.21
Lower Lonsdale,2017,Spring,Townhouse,1,3,1986,0,single,3692,7608,Finished,1,1985301.32
Lower Lonsdale,2017,Summer,Townhouse,4,2,1960,2001,single,4433,9036,Finished,2,877656.59
Lower Lonsdale,2017,Fall,House,5,2,1971,1997,none,1049,9879,Not Finished,0,2199412.52
Lower Lonsdale,2018,Spring,Triplex,3,3,1980,2004,triple,1406,4885,Not Finished,0,2720767.12
Lower Lonsdale,2018,Summer,House,4,3,1955,0,double,4613,3465,Not Finished,1,4881753.28
Lower Lonsdale,2018,Fall,Condo,3,2,1994,0,double,1573,1858,Finished,1,936958.24
Lower Lonsdale,2018,Winter,Triplex,2,1,1961,0,none,4873,1364,Finished,2,2033374.72
Lower Lonsdale,2019,Spring,Condo,3,2,1979,0,triple,2694,6050,Finished,1,822292.35
Lower Lonsdale,2019,Summer,Triplex,5,2,1992,2019,single,1940,6642,Finished,0,1318093.54
Lower Lonsdale,2019,Fall,Condo,4,1,1999,2016,single,4437,8415,Not Finished,2,642696.07
Lower Lonsdale,2019,Winter,Condo,5,3,2000,0,none,1529,3924,Not Finished,2,1352233.28
Lower Lonsdale,2020,Spring,House,2,3,1973,0,triple,4586,2685,Not Finished,1,1313608.12
Lower Lonsdale,2020,Summer,Townhouse,4,2,1971,0,single,3714,6668,Finished,0,3763185.57
Lower Lonsdale,2020,Fall,Duplex,1,2,2000,0,triple,3140,2163,Finished,0,2925365.0748
Lower Lonsdale,2020,Winter,Triplex,1,3,2003,0,single,3851,6667,Finished,2,3999380.724
Lower Lonsdale,2021,Spring,Condo,3,3,2011,0,none,865,1923,Not Finished,1,1252242.36
Lower Lonsdale,2021,Fall,Duplex,5,2,1991,0,single,1412,4186,Finished,2,3005977.344
Lower Lonsdale,2021,Winter,Condo,1,3,1961,2019,none,2416,7837,Not Finished,0,2052399.6
Lower Lonsdale,2022,Spring,Townhouse,1,3,1987,2002,double,1922,8889,Finished,1,2955039.024
Lower Lonsdale,2022,Summer,Condo,4,1,1968,1994,double,1592,2719,Finished,1,947253.42
Lower Lonsdale,2022,Fall,Condo,5,3,1993,0,triple,4058,7085,Not Finished,0,706434.72
Lower Lonsdale,2022,Winter,Condo,3,3,1989,2012,triple,4494,6034,Not Finished,1,1535034.3
Lower Lonsdale,2023,Spring,Triplex,4,2,2013,0,triple,1152,1592,Finished,2,5090505.02
Lower Lonsdale,2023,Summer,House,3,1,1994,2018,none,3854,1466,Not Finished,2,1470153.68
Lower Lonsdale,2023,Fall,Triplex,3,1,1980,0,double,3169,6703,Not Finished,2,2730289.28
Lower Lonsdale,2023,Winter,Condo,4,2,1962,0,none,4216,8739,Finished,0,1429282.54
Lynn Valley,2004,Spring,House,2,3,2010,2020,double,3195,9090,Finished,2,2330025.66
Lynn Valley,2004,Summer,Townhouse,5,2,1995,0,none,1490,4648,Finished,1,1193055.74
Lynn Valley,2004,Fall,Townhouse,2,3,2003,2017,double,4921,9325,Finished,0,798881.65
Lynn Valley,2004,Winter,Triplex,5,1,1979,0,double,4583,6647,Finished,0,933826.9
Lynn Valley,2005,Spring,Triplex,2,2,1998,0,double,3508,3159,Not Finished,0,2188617.8
Lynn Valley,2005,Summer,Condo,2,1,1956,0,single,594,7924,Finished,2,1069564.42
Lynn Valley,2005,Fall,Condo,1,2,2019,0,none,3738,2173,Not Finished,0,745312.2
Lynn Valley,2005,Winter,House,4,1,2006,0,single,1371,3778,Finished,0,1661625.91
Lynn Valley,2006,Spring,House,5,2,1958,0,none,2745,2131,Finished,2,2742954.68
Lynn Valley,2006,Summer,Townhouse,3,1,1986,1998,triple,2570,3855,Not Finished,1,573486.64
Lynn Valley,2006,Fall,Duplex,2,1,1993,0,single,3012,7247,Not Finished,0,1792129.03
Lynn Valley,2006,Winter,House,1,1,1977,0,triple,4579,9637,Not Finished,0,3149120.1
Lynn Valley,2007,Spring,Condo,1,2,1973,0,single,1738,2356,Not Finished,1,427311.14
Lynn Valley,2007,Summer,Duplex,5,1,1994,2012,none,4409,1416,Finished,1,1650926.78
Lynn Valley,2007,Fall,Triplex,2,3,2009,2019,double,2041,8339,Finished,2,1266180.8
Lynn Valley,2007,Winter,Condo,5,2,1992,2004,single,1077,2799,Not Finished,0,919843.32
Lynn Valley,2008,Spring,Duplex,2,1,1985,2017,double,2642,2783,Finished,0,1400953.67
Lynn Valley,2008,Summer,House,5,3,2002,2017,double,1857,8780,Not Finished,0,1072325.35
Lynn Valley,2008,Fall,House,3,2,2006,2018,double,1777,9527,Finished,1,2399235.36
Lynn Valley,2008,Winter,Triplex,2,3,2022,0,none,2985,8435,Not Finished,2,2637480.35
Lynn Valley,2009,Spring,Triplex,1,1,1951,0,double,1262,8272,Finished,0,2708588.13
Lynn Valley,2009,Summer,Townhouse,1,1,1980,2003,triple,1486,7059,Finished,2,741445.42
Lynn Valley,2009,Fall,House,2,2,1966,2019,double,3335,6404,Not Finished,1,882042.53
Lynn Valley,2009,Winter,House,3,2,2005,2020,double,1269,9460,Not Finished,1,3853208.54
Lynn Valley,2010,Spring,House,4,3,1975,0,single,4939,1110,Finished,1,4338905.64
Lynn Valley,2010,Summer,Townhouse,5,1,1950,0,triple,4933,3752,Not Finished,0,1336263.65
Lynn Valley,2010,Fall,Duplex,2,2,1971,1981,none,1590,4569,Finished,2,2695404.71
Lynn Valley,2010,Winter,House,2,1,1964,2000,single,2977,4624,Not Finished,0,4053786.42
Lynn Valley,2011,Spring,Townhouse,5,3,1986,0,triple,4474,3675,Finished,0,1314182.98
Lynn Valley,2011,Summer,Townhouse,2,3,1992,0,none,2186,4190,Not Finished,2,1280350.37
Lynn Valley,2011,Fall,Triplex,3,3,1979,0,none,4741,7679,Not Finished,0,2647171.48
Lynn Valley,2011,Winter,Triplex,4,3,1990,2009,triple,703,2568,Not Finished,2,1326263.99
Lynn Valley,2012,Spring,Triplex,3,3,1976,1987,none,3624,9484,Finished,2,3104184.73
Lynn Valley,2012,Summer,Triplex,4,2,1978,0,triple,4708,8746,Finished,1,2173188.56
Lynn Valley,2012,Fall,Condo,1,3,1963,1979,triple,602,3825,Not Finished,0,490552.33
Lynn Valley,2012,Winter,Triplex,2,1,2002,0,double,4435,5936,Not Finished,1,3093380.7
Lynn Valley,2013,Spring,Triplex,3,2,1996,2006,none,4786,4464,Not Finished,1,3482490.29
Lynn Valley,2013,Summer,House,4,1,2012,0,double,1931,4051,Not Finished,1,3329381.09
Lynn Valley,2013,Fall,Townhouse,3,1,1967,0,single,4677,8927,Finished,1,2188699.22
Lynn Valley,2013,Winter,Townhouse,5,1,1992,2016,none,4051,4662,Not Finished,1,1872332.11
Lynn Valley,2014,Spring,House,5,3,1987,0,single,3774,1046,Finished,0,3453048.74
Lynn Valley,2014,Summer,Triplex,5,1,2020,0,triple,2780,7429,Not Finished,2,2472472.0
Lynn Valley,2014,Fall,Condo,5,3,1972,2015,none,3880,2638,Not Finished,0,680594.8
Lynn Valley,2014,Winter,Duplex,2,1,2005,2016,triple,2481,3013,Not Finished,0,2743765.65
Lynn Valley,2015,Spring,Triplex,4,3,1970,1983,triple,4158,4024,Finished,0,3231418.49
Lynn Valley,2015,Summer,Townhouse,4,2,1961,0,single,1484,5462,Finished,1,2859910.92
Lynn Valley,2015,Fall,Duplex,2,2,1988,0,none,2904,2562,Not Finished,1,3364595.55
Lynn Valley,2015,Winter,Townhouse,5,3,1969,2023,single,2199,8715,Not Finished,1,1769950.01
Lynn Valley,2016,Spring,Condo,3,3,1953,2019,triple,1924,1369,Finished,2,526777.97
Lynn Valley,2016,Summer,House,3,1,1955,1993,double,3583,9716,Finished,0,4176082.97
Lynn Valley,2016,Fall,House,1,2,2019,0,none,2192,7275,Finished,0,4937028.87
Lynn Valley,2016,Winter,Condo,1,3,1985,2009,single,4509,3630,Finished,1,1456526.13
Lynn Valley,2017,Summer,Townhouse,3,3,1994,2013,none,2888,7001,Not Finished,2,3331639.79
Lynn Valley,2017,Fall,Triplex,1,1,1978,0,double,657,8436,Finished,1,2223786.29
Lynn Valley,2017,Winter,Condo,4,3,1955,2008,single,1420,3737,Finished,2,1450702.23
Lynn Valley,2018,Spring,Triplex,3,1,1971,0,single,4027,4933,Not Finished,2,2867142.96
Lynn Valley,2018,Summer,Condo,2,3,1989,2001,none,1759,5602,Finished,1,1300989.48
Lynn Valley,2018,Fall,House,5,1,2019,0,triple,2070,4089,Not Finished,1,4355610.81
Lynn Valley,2018,Winter,Townhouse,2,2,2022,0,none,4740,4599,Finished,2,2130723.35
Lynn Valley,2019,Spring,House,2,1,2009,2020,double,3209,2484,Finished,1,3302826.35
Lynn Valley,2019,Summer,Duplex,5,3,2013,0,triple,4078,6263,Finished,2,2544708.05
Lynn Valley,2019,Fall,Condo,5,1,1951,0,none,2915,9215,Finished,2,1433360.01
Lynn Valley,2019,Winter,Duplex,2,2,1952,2001,none,1293,7514,Not Finished,0,3110072.05
